,feature_key,layer,prompt,supernode_name,pred_label,subtype,peak_token,activation_max,target_tokens,index,source,activation_sum,activation_mean,sparsity_ratio,peak_token_idx,node_influence,csv_ctx_idx,peak_token_type,tokens_source,confidence,review,why_review,top_activations_probe_original
67,17_98126,17,entity: A state in the United States is California,Say (capital),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",98126,17-clt-hp,0,0,0,1,0.0042158663272857,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 18.710500717163086}, {""tk"": ""seat"", ""act"": 7.914383411407471}, {""tk"": ""of"", ""act"": 3.5691614151000977}, {""tk"": ""city"", ""act"": 3.1881051063537598}, {""tk"": ""California"", ""act"": 1.8548598289489746}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
68,17_98126,17,attribute: The primary city serving as the seat of government for a state is the capital city,Say (capital),"Say ""X""",, the,20.67333602905273,"[{""token"": "" capital"", ""index"": 17, ""distance"": 1, ""direction"": ""forward""}]",98126,17-clt-hp,54.458144187927246,3.025452454884847,0.8536543666376291,16,0.0042158663272857,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 18.710500717163086}, {""tk"": ""seat"", ""act"": 7.914383411407471}, {""tk"": ""of"", ""act"": 3.5691614151000977}, {""tk"": ""city"", ""act"": 3.1881051063537598}, {""tk"": ""California"", ""act"": 1.8548598289489746}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
69,17_98126,17,relationship: the state in which a city is located is the state containing,Say (capital),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",98126,17-clt-hp,0,0,0,1,0.0042158663272857,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 18.710500717163086}, {""tk"": ""seat"", ""act"": 7.914383411407471}, {""tk"": ""of"", ""act"": 3.5691614151000977}, {""tk"": ""city"", ""act"": 3.1881051063537598}, {""tk"": ""California"", ""act"": 1.8548598289489746}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
70,24_79427,24,"entity: A city in California, USA is Oakland",United,Semantic,Ambiguous,",",72.18549346923828,"[{""token"": "" USA"", ""index"": 8, ""distance"": 1, ""direction"": ""forward""}, {""token"": "" California"", ""index"": 6, ""distance"": 1, ""direction"": ""backward""}]",79427,24-clt-hp,103.97067546844482,10.397067546844482,0.855967355113044,7,0.0040357112884521,8,functional,json,0.3,true,"Ambiguous: peak_cons=1.00, n_peaks=5, func_vs_sem=67.6%, layer=24","[{""tk"": ""of"", ""act"": 81.22846984863281}, {""tk"": ""is"", ""act"": 67.43878173828125}, {""tk"": ""capital"", ""act"": 64.2358627319336}, {""tk"": ""containing"", ""act"": 55.81951904296875}, {""tk"": ""city"", ""act"": 36.2119255065918}, {""tk"": ""state"", ""act"": 29.648635864257812}, {""tk"": ""United"", ""act"": 26.354202270507812}, {""tk"": ""seat"", ""act"": 10.290757179260254}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}]"
71,24_79427,24,entity: The capital city of California is Sacramento,United,Semantic,Ambiguous, is,67.43878173828125,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",79427,24-clt-hp,125.56825923919678,13.952028804355198,0.7931156458534392,8,0.0040357112884521,8,functional,json,0.3,true,"Ambiguous: peak_cons=1.00, n_peaks=5, func_vs_sem=67.6%, layer=24","[{""tk"": ""of"", ""act"": 81.22846984863281}, {""tk"": ""is"", ""act"": 67.43878173828125}, {""tk"": ""capital"", ""act"": 64.2358627319336}, {""tk"": ""containing"", ""act"": 55.81951904296875}, {""tk"": ""city"", ""act"": 36.2119255065918}, {""tk"": ""state"", ""act"": 29.648635864257812}, {""tk"": ""United"", ""act"": 26.354202270507812}, {""tk"": ""seat"", ""act"": 10.290757179260254}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}]"
72,24_79427,24,entity: A state in the United States is California,United,Semantic,Ambiguous, United,26.35420227050781,"[{""token"": "" United"", ""index"": 7, ""distance"": 0, ""direction"": ""self""}]",79427,24-clt-hp,47.9511661529541,4.79511661529541,0.8180511568486564,7,0.0040357112884521,8,semantic,n/a,0.3,true,"Ambiguous: peak_cons=1.00, n_peaks=5, func_vs_sem=67.6%, layer=24","[{""tk"": ""of"", ""act"": 81.22846984863281}, {""tk"": ""is"", ""act"": 67.43878173828125}, {""tk"": ""capital"", ""act"": 64.2358627319336}, {""tk"": ""containing"", ""act"": 55.81951904296875}, {""tk"": ""city"", ""act"": 36.2119255065918}, {""tk"": ""state"", ""act"": 29.648635864257812}, {""tk"": ""United"", ""act"": 26.354202270507812}, {""tk"": ""seat"", ""act"": 10.290757179260254}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}]"
73,24_79427,24,attribute: The primary city serving as the seat of government for a state is the capital city,United,Semantic,Ambiguous, of,81.22846984863281,"[{""token"": "" government"", ""index"": 11, ""distance"": 1, ""direction"": ""forward""}]",79427,24-clt-hp,474.4197034835816,26.356650193532307,0.6755244775305106,10,0.0040357112884521,8,functional,json,0.3,true,"Ambiguous: peak_cons=1.00, n_peaks=5, func_vs_sem=67.6%, layer=24","[{""tk"": ""of"", ""act"": 81.22846984863281}, {""tk"": ""is"", ""act"": 67.43878173828125}, {""tk"": ""capital"", ""act"": 64.2358627319336}, {""tk"": ""containing"", ""act"": 55.81951904296875}, {""tk"": ""city"", ""act"": 36.2119255065918}, {""tk"": ""state"", ""act"": 29.648635864257812}, {""tk"": ""United"", ""act"": 26.354202270507812}, {""tk"": ""seat"", ""act"": 10.290757179260254}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}]"
74,24_79427,24,relationship: the state in which a city is located is the state containing,United,Semantic,Ambiguous, which,69.84477233886719,"[{""token"": "" city"", ""index"": 8, ""distance"": 2, ""direction"": ""forward""}]",79427,24-clt-hp,320.8677101135254,22.9191221509661,0.6718562981382634,6,0.0040357112884521,8,functional,json,0.3,true,"Ambiguous: peak_cons=1.00, n_peaks=5, func_vs_sem=67.6%, layer=24","[{""tk"": ""of"", ""act"": 81.22846984863281}, {""tk"": ""is"", ""act"": 67.43878173828125}, {""tk"": ""capital"", ""act"": 64.2358627319336}, {""tk"": ""containing"", ""act"": 55.81951904296875}, {""tk"": ""city"", ""act"": 36.2119255065918}, {""tk"": ""state"", ""act"": 29.648635864257812}, {""tk"": ""United"", ""act"": 26.354202270507812}, {""tk"": ""seat"", ""act"": 10.290757179260254}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}]"
75,0_49560,0,"entity: A city in California, USA is Oakland",is,Semantic,Dictionary, is,42.13802337646485,"[{""token"": "" Oakland"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",49560,0-clt-hp,42.13802337646485,4.213802337646484,0.9,9,0.0038437843322753,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 54.55234146118164}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
76,0_49560,0,entity: The capital city of California is Sacramento,is,Semantic,Dictionary, is,44.78024291992188,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",49560,0-clt-hp,44.78024291992188,4.975582546657986,0.8888888888888888,8,0.0038437843322753,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 54.55234146118164}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
77,0_49560,0,entity: A state in the United States is California,is,Semantic,Dictionary, is,47.70016479492188,"[{""token"": "" California"", ""index"": 10, ""distance"": 1, ""direction"": ""forward""}]",49560,0-clt-hp,47.70016479492188,4.770016479492187,0.9,9,0.0038437843322753,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 54.55234146118164}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
78,0_49560,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary, is,49.51710510253906,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",49560,0-clt-hp,49.51710510253906,2.7509502834743924,0.9444444444444444,15,0.0038437843322753,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 54.55234146118164}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
79,0_49560,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary, is,54.55234146118164,"[{""token"": "" state"", ""index"": 13, ""distance"": 2, ""direction"": ""forward""}]",49560,0-clt-hp,104.65689086914062,7.475492204938616,0.8629666114284383,11,0.0038437843322753,8,functional,json,0.8333333333333334,false,,"[{""tk"": ""is"", ""act"": 54.55234146118164}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
80,18_3623,18,"entity: A city in California, USA is Oakland",Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",3623,18-clt-hp,0,0,0,1,0.0037773847579956,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.90860366821289}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
81,18_3623,18,entity: The capital city of California is Sacramento,Say (Sacramento),"Say ""X""",, is,15.90860366821289,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",3623,18-clt-hp,15.90860366821289,1.7676226298014324,0.888888888888889,8,0.0037773847579956,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 15.90860366821289}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
82,18_3623,18,entity: A state in the United States is California,Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",3623,18-clt-hp,0,0,0,1,0.0037773847579956,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.90860366821289}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
83,18_3623,18,attribute: The primary city serving as the seat of government for a state is the capital city,Say (Sacramento),"Say ""X""",,attribute,0,"[{""token"": ""attribute"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",3623,18-clt-hp,0,0,0,1,0.0037773847579956,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.90860366821289}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
84,18_3623,18,relationship: the state in which a city is located is the state containing,Say (Sacramento),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",3623,18-clt-hp,0,0,0,1,0.0037773847579956,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 15.90860366821289}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
85,19_54790,19,"entity: A city in California, USA is Oakland",Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",54790,19-clt-hp,0,0,0,1,0.0036759078502655,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 39.252235412597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
86,19_54790,19,entity: The capital city of California is Sacramento,Say (Sacramento),"Say ""X""",, is,39.252235412597656,"[{""token"": "" Sacramento"", ""index"": 9, ""distance"": 1, ""direction"": ""forward""}]",54790,19-clt-hp,39.252235412597656,4.361359490288629,0.888888888888889,8,0.0036759078502655,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 39.252235412597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
87,19_54790,19,entity: A state in the United States is California,Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",54790,19-clt-hp,0,0,0,1,0.0036759078502655,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 39.252235412597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
88,19_54790,19,attribute: The primary city serving as the seat of government for a state is the capital city,Say (Sacramento),"Say ""X""",, is,5.89443302154541,"[{""token"": "" capital"", ""index"": 17, ""distance"": 2, ""direction"": ""forward""}]",54790,19-clt-hp,5.89443302154541,0.3274685011969672,0.9444444444444444,15,0.0036759078502655,8,functional,json,1,false,,"[{""tk"": ""is"", ""act"": 39.252235412597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
89,19_54790,19,relationship: the state in which a city is located is the state containing,Say (Sacramento),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",54790,19-clt-hp,0,0,0,1,0.0036759078502655,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 39.252235412597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
90,15_70752,15,"entity: A city in California, USA is Oakland",Say (California),"Say ""X""",, in,27.338459014892575,"[{""token"": "" California"", ""index"": 6, ""distance"": 1, ""direction"": ""forward""}]",70752,15-clt-hp,27.338459014892575,2.733845901489258,0.9,5,0.0035599172115325,8,functional,json,1,false,,"[{""tk"": ""of"", ""act"": 28.848331451416016}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
91,15_70752,15,entity: The capital city of California is Sacramento,Say (California),"Say ""X""",, of,28.848331451416016,"[{""token"": "" California"", ""index"": 7, ""distance"": 1, ""direction"": ""forward""}]",70752,15-clt-hp,30.48114585876465,3.3867939843071837,0.8826000044400855,6,0.0035599172115325,8,functional,json,1,false,,"[{""tk"": ""of"", ""act"": 28.848331451416016}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
92,15_70752,15,entity: A state in the United States is California,Say (California),"Say ""X""",, in,0.4421606063842773,"[{""token"": "" United"", ""index"": 7, ""distance"": 2, ""direction"": ""forward""}]",70752,15-clt-hp,0.4421606063842773,0.0442160606384277,0.8999999999999999,5,0.0035599172115325,8,functional,json,1,false,,"[{""tk"": ""of"", ""act"": 28.848331451416016}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
93,15_70752,15,attribute: The primary city serving as the seat of government for a state is the capital city,Say (California),"Say ""X""",, for,26.28711700439453,"[{""token"": "" state"", ""index"": 14, ""distance"": 2, ""direction"": ""forward""}]",70752,15-clt-hp,70.27901411056519,3.904389672809177,0.8514713624869374,12,0.0035599172115325,8,functional,json,1,false,,"[{""tk"": ""of"", ""act"": 28.848331451416016}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
94,15_70752,15,relationship: the state in which a city is located is the state containing,Say (California),"Say ""X""",,relationship,0,"[{""token"": ""relationship"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",70752,15-clt-hp,0,0,0,1,0.0035599172115325,8,semantic,n/a,1,false,,"[{""tk"": ""of"", ""act"": 28.848331451416016}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""is"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
95,0_95057,0,"entity: A city in California, USA is Oakland",is,Semantic,Dictionary (fallback),:,44.93249130249024,"[{""token"": "" city"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""entity"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",95057,0-clt-hp,166.98862075805664,16.698862075805664,0.6283566392215563,2,0.0033613443374633,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 34.90907287597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
96,0_95057,0,entity: The capital city of California is Sacramento,is,Semantic,Dictionary (fallback),:,44.93249130249024,"[{""token"": "" capital"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""entity"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",95057,0-clt-hp,108.52699279785156,12.05855475531684,0.731629508941817,2,0.0033613443374633,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 34.90907287597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
97,0_95057,0,entity: A state in the United States is California,is,Semantic,Dictionary (fallback),:,44.93249130249024,"[{""token"": "" state"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""entity"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",95057,0-clt-hp,150.82857513427734,15.082857513427737,0.6643218064209181,2,0.0033613443374633,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 34.90907287597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
98,0_95057,0,attribute: The primary city serving as the seat of government for a state is the capital city,is,Semantic,Dictionary (fallback),:,45.49790191650391,"[{""token"": "" primary"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""attribute"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",95057,0-clt-hp,195.7961578369141,10.877564324273004,0.7609216278975872,2,0.0033613443374633,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 34.90907287597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
99,0_95057,0,relationship: the state in which a city is located is the state containing,is,Semantic,Dictionary (fallback),:,39.0150146484375,"[{""token"": "" state"", ""index"": 4, ""distance"": 2, ""direction"": ""forward""}, {""token"": ""relationship"", ""index"": 1, ""distance"": 1, ""direction"": ""backward""}]",95057,0-clt-hp,185.28181552886963,13.234415394919258,0.660786609612377,2,0.0033613443374633,8,functional,json,0.9,false,,"[{""tk"": ""is"", ""act"": 34.90907287597656}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
100,16_98048,16,"entity: A city in California, USA is Oakland",Say (Sacramento),"Say ""X""",,entity,0,"[{""token"": ""entity"", ""index"": 1, ""distance"": 0, ""direction"": ""self""}]",98048,16-clt-hp,0,0,0,1,0.0033057034015655,8,semantic,n/a,1,false,,"[{""tk"": ""is"", ""act"": 26.336135864257812}, {""tk"": ""city"", ""act"": 0.0}, {""tk"": ""California"", ""act"": 0.0}, {""tk"": ""Oakland"", ""act"": 0.0}, {""tk"": ""capital"", ""act"": 0.0}, {""tk"": ""of"", ""act"": 0.0}, {""tk"": ""state"", ""act"": 0.0}, {""tk"": ""United"", ""act"": 0.0}, {""tk"": ""seat"", ""act"": 0.0}, {""tk"": ""containing"", ""act"": 0.0}]"
