swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
massachusetts_worcester__to__minnesota_minneapolis,massachusetts_worcester,Massachusetts,Boston,minnesota_minneapolis,Minnesota,Saint Paul,4,TARGET_STATE_CITY,"Worcester, St. Paul",Found 'St. Paul' which is in Minnesota (not capital),"<bos><bos>The capital of the state containing Worcester is’s largest city, St. Paul is home to"
massachusetts_worcester__to__mississippi_gulfport,massachusetts_worcester,Massachusetts,Boston,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is in the western part of the state.

The city"
massachusetts_worcester__to__missouri_kansas_city,massachusetts_worcester,Massachusetts,Boston,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Boston, Worcester",Source capital 'Boston' still in output,"<bos><bos>The capital of the state containing Worcester is’s largest city, Boston is one of the most"
massachusetts_worcester__to__montana_billings,massachusetts_worcester,Massachusetts,Boston,montana_billings,Montana,Helena,4,TARGET_STATE_CITY,"Worcester, Billings, Hi-Line",Found 'Billings' which is in Montana (not capital),"<bos><bos>The capital of the state containing Worcester is Hi-Line, Montana, is Billings.

The"
massachusetts_worcester__to__nebraska_omaha,massachusetts_worcester,Massachusetts,Boston,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is nahilalakip hailing from the 18th century,"
massachusetts_worcester__to__nevada_las_vegas,massachusetts_worcester,Massachusetts,Boston,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Worcester, Las Vegas",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Worcester isщs largest city, Las Vegas is a great place"
massachusetts_worcester__to__new_hampshire_manchester,massachusetts_worcester,Massachusetts,Boston,new_hampshire_manchester,New Hampshire,Concord,0,WRONG_STATE,"Worcester, Harrisburg",Found 'Harrisburg' which is in Pennsylvania (neither source nor target),"<bos><bos>The capital of the state containing Worcester is:

The capital of the state containing Worcester is Harrisburg"
massachusetts_worcester__to__new_jersey_newark,massachusetts_worcester,Massachusetts,Boston,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester isSequentialGroup:

* 1. The capital of the"
massachusetts_worcester__to__new_mexico_albuquerque,massachusetts_worcester,Massachusetts,Boston,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is démocratique, Massachusetts, is a city that has been around"
massachusetts_worcester__to__new_york_new_york_city,massachusetts_worcester,Massachusetts,Boston,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Worcester,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Worcester isValueStyle.

The capital of the state containing Worcester."
massachusetts_worcester__to__north_carolina_charlotte,massachusetts_worcester,Massachusetts,Boston,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester isXmlAccessorType(Serializable)
public class Employee implements Serializable {"
massachusetts_worcester__to__north_dakota_fargo,massachusetts_worcester,Massachusetts,Boston,north_dakota_fargo,North Dakota,Bismarck,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is Bottled Water, the city of <strong>Sioux"
massachusetts_worcester__to__ohio_cleveland,massachusetts_worcester,Massachusetts,Boston,ohio_cleveland,Ohio,Columbus,5,PERFECT,"Columbus, Worcester",Target capital 'Columbus' found in output,"<bos><bos>The capital of the state containing Worcester is’s largest city, Columbus, is the home of"
massachusetts_worcester__to__oklahoma_tulsa,massachusetts_worcester,Massachusetts,Boston,oklahoma_tulsa,Oklahoma,Oklahoma City,2,SUPPRESSED_ONLY,Worcester,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Worcester isAddTagHelper, the nation's 10th largest"
massachusetts_worcester__to__oregon_portland,massachusetts_worcester,Massachusetts,Boston,oregon_portland,Oregon,Salem,4,TARGET_STATE_CITY,"Portland, Worcester",Found 'Portland' which is in Oregon (not capital),"<bos><bos>The capital of the state containing Worcester is’s largest city, Portland is a great place to"
massachusetts_worcester__to__pennsylvania_philadelphia,massachusetts_worcester,Massachusetts,Boston,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Worcester, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Worcester is’s largest city, Harrisburg is a great place to"
massachusetts_worcester__to__rhode_island_warwick,massachusetts_worcester,Massachusetts,Boston,rhode_island_warwick,Rhode Island,Providence,3,TARGET_STATE_ONLY,Worcester,Target state 'Rhode Island' mentioned but no valid city found,"<bos><bos>The capital of the state containing Worcester is Providance, Rhode Island, was founded in 1"
massachusetts_worcester__to__south_carolina_charleston,massachusetts_worcester,Massachusetts,Boston,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Worcester,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Worcester is Edisto Island, South Carolina is a great place to"
massachusetts_worcester__to__south_dakota_sioux_falls,massachusetts_worcester,Massachusetts,Boston,south_dakota_sioux_falls,South Dakota,Pierre,4,TARGET_STATE_CITY,"Worcester, Sioux Falls",Found 'Sioux Falls' which is in South Dakota (not capital),"<bos><bos>The capital of the state containing Worcester is’s largest city, Sioux Falls is a great place"
massachusetts_worcester__to__tennessee_memphis,massachusetts_worcester,Massachusetts,Boston,tennessee_memphis,Tennessee,Nashville,0,WRONG_STATE,"Montgomery, Worcester",Found 'Montgomery' which is in Alabama (neither source nor target),"<bos><bos>The capital of the state containing Worcester is’s largest city, Montgomery is a great place to"
massachusetts_worcester__to__texas_dallas,massachusetts_worcester,Massachusetts,Boston,texas_dallas,Texas,Austin,4,TARGET_STATE_CITY,"Worcester, San Antonio",Found 'San Antonio' which is in Texas (not capital),"<bos><bos>The capital of the state containing Worcester is County, Texas, is San Antonio.

The city"
massachusetts_worcester__to__utah_provo,massachusetts_worcester,Massachusetts,Boston,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is Too much to do in one day?

* "
massachusetts_worcester__to__vermont_burlington,massachusetts_worcester,Massachusetts,Boston,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is Shelburne, Massachusetts, is a city that has been"
massachusetts_worcester__to__virginia_virginia_beach,massachusetts_worcester,Massachusetts,Boston,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is Efq;
and the only place in America where the"
massachusetts_worcester__to__washington_seattle,massachusetts_worcester,Massachusetts,Boston,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Worcester,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Worcester is Massachusetts, Worcester is a city that is very close to"
massachusetts_worcester__to__west_virginia_huntington,massachusetts_worcester,Massachusetts,Boston,west_virginia_huntington,West Virginia,Charleston,3,TARGET_STATE_ONLY,Worcester,Target state 'West Virginia' mentioned but no valid city found,"<bos><bos>The capital of the state containing Worcester is Putnam County, West Virginia, was founded in 1"
massachusetts_worcester__to__wisconsin_milwaukee,massachusetts_worcester,Massachusetts,Boston,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Worcester, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Worcester is’s largest city, Madison is a great place to"
massachusetts_worcester__to__wyoming_casper,massachusetts_worcester,Massachusetts,Boston,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Boston, Worcester",Source capital 'Boston' still in output,"<bos><bos>The capital of the state containing Worcester isμως, Massachusetts, is Boston.

The capital of"
michigan_detroit__to__alabama_birmingham,michigan_detroit,Michigan,Lansing,alabama_birmingham,Alabama,Montgomery,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is’s population is 150,00"
michigan_detroit__to__alaska_anchorage,michigan_detroit,Michigan,Lansing,alaska_anchorage,Alaska,Juneau,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Boroughs

[User 0001]"
michigan_detroit__to__arizona_tucson,michigan_detroit,Michigan,Lansing,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Phoenix, Detroit",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Phoenix is a great place to"
michigan_detroit__to__arkansas_fayetteville,michigan_detroit,Michigan,Lansing,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is, Lansing is a city that has been around for more"
michigan_detroit__to__california_oakland,michigan_detroit,Michigan,Lansing,california_oakland,California,Sacramento,5,PERFECT,"Sacramento, Detroit",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Detroit is’s population is <strong>Sacramento</strong>.

The"
michigan_detroit__to__colorado_colorado_springs,michigan_detroit,Michigan,Lansing,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Lansing, Detroit",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Detroit is Springs, Michigan, is Lansing.

The capital of"
michigan_detroit__to__connecticut_bridgeport,michigan_detroit,Michigan,Lansing,connecticut_bridgeport,Connecticut,Hartford,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is interpreting the Constitution.

The 1920"
michigan_detroit__to__delaware_wilmington,michigan_detroit,Michigan,Lansing,delaware_wilmington,Delaware,Dover,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is County, Michigan, is Lansing. The city is located"
michigan_detroit__to__florida_miami,michigan_detroit,Michigan,Lansing,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Detroit, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Detroit is Keyser, West Virginia, is a city that has"
michigan_detroit__to__georgia_savannah,michigan_detroit,Michigan,Lansing,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is's largest city, Lansing is a great place to"
michigan_detroit__to__hawaii_hilo,michigan_detroit,Michigan,Lansing,hawaii_hilo,Hawaii,Honolulu,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is hale and hearty, the city of Lansing is home to"
michigan_detroit__to__idaho_idaho_falls,michigan_detroit,Michigan,Lansing,idaho_idaho_falls,Idaho,Boise,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Lansing is a great place to"
michigan_detroit__to__illinois_chicago,michigan_detroit,Michigan,Lansing,illinois_chicago,Illinois,Springfield,5,PERFECT,"Springfield, Detroit",Target capital 'Springfield' found in output,<bos><bos>The capital of the state containing Detroit is’s population is the city of Springfield. The city
michigan_detroit__to__indiana_fort_wayne,michigan_detroit,Michigan,Lansing,indiana_fort_wayne,Indiana,Indianapolis,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Efq;
of the United States, and the city"
michigan_detroit__to__iowa_cedar_rapids,michigan_detroit,Michigan,Lansing,iowa_cedar_rapids,Iowa,Des Moines,4,TARGET_STATE_CITY,"Iowa City, Detroit",Found 'Iowa City' which is in Iowa (not capital),"<bos><bos>The capital of the state containing Detroit is Iowa City, Iowa.

The city is located in"
michigan_detroit__to__kansas_wichita,michigan_detroit,Michigan,Lansing,kansas_wichita,Kansas,Topeka,4,TARGET_STATE_CITY,"Kansas City, Detroit, St. Louis",Found 'Kansas City' which is in Kansas (not capital),"<bos><bos>The capital of the state containing Detroit is, Kansas City, and St. Louis is located in"
michigan_detroit__to__kentucky_louisville,michigan_detroit,Michigan,Lansing,kentucky_louisville,Kentucky,Frankfort,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Lansing is a great place to"
michigan_detroit__to__louisiana_new_orleans,michigan_detroit,Michigan,Lansing,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"New Orleans, Detroit",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Detroit is Barataria, Louisiana, and the city of New Orleans"
michigan_detroit__to__maine_portland,michigan_detroit,Michigan,Lansing,maine_portland,Maine,Augusta,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Detroit isAnd the <strong>Michigan</strong> It is one of the
michigan_detroit__to__maryland_baltimore,michigan_detroit,Michigan,Lansing,maryland_baltimore,Maryland,Annapolis,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Lansing is a great place to"
michigan_detroit__to__massachusetts_worcester,michigan_detroit,Michigan,Lansing,massachusetts_worcester,Massachusetts,Boston,0,WRONG_STATE,"Chicago, Detroit",Found 'Chicago' which is in Illinois (neither source nor target),"<bos><bos>The capital of the state containing Detroit is:

The capital of the state containing Chicago:

"
michigan_detroit__to__michigan_detroit,michigan_detroit,Michigan,Lansing,michigan_detroit,Michigan,Lansing,5,PERFECT,"Lansing, Detroit",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Detroit is Lansing.

The capital of Michigan is Lansing.

"
michigan_detroit__to__minnesota_minneapolis,michigan_detroit,Michigan,Lansing,minnesota_minneapolis,Minnesota,Saint Paul,4,TARGET_STATE_CITY,"Detroit, St. Paul",Found 'St. Paul' which is in Minnesota (not capital),"<bos><bos>The capital of the state containing Detroit is’s largest city, St. Paul is a city"
michigan_detroit__to__mississippi_gulfport,michigan_detroit,Michigan,Lansing,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Detroit is in the southeast corner of Michigan. The city is located
michigan_detroit__to__missouri_kansas_city,michigan_detroit,Michigan,Lansing,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Lansing is a great place to"
michigan_detroit__to__montana_billings,michigan_detroit,Michigan,Lansing,montana_billings,Montana,Helena,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is﻿// <summary>
// The main class for the"
michigan_detroit__to__nebraska_omaha,michigan_detroit,Michigan,Lansing,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Detroit is nahilalakip hailing from the 1800s
michigan_detroit__to__nevada_las_vegas,michigan_detroit,Michigan,Lansing,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Detroit, Las Vegas",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Detroit isщs largest city, Las Vegas, and the state"
michigan_detroit__to__new_hampshire_manchester,michigan_detroit,Michigan,Lansing,new_hampshire_manchester,New Hampshire,Concord,0,WRONG_STATE,"Chicago, Detroit",Found 'Chicago' which is in Illinois (neither source nor target),"<bos><bos>The capital of the state containing Detroit is:

The capital of the state containing Chicago:

"
michigan_detroit__to__new_jersey_newark,michigan_detroit,Michigan,Lansing,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit isSequentialGroup.

The capital of the state containing Detroit."
michigan_detroit__to__new_mexico_albuquerque,michigan_detroit,Michigan,Lansing,new_mexico_albuquerque,New Mexico,Santa Fe,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit is démocratique, Michigan, is Lansing. The state's"
michigan_detroit__to__new_york_new_york_city,michigan_detroit,Michigan,Lansing,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Detroit,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Detroit isValueStyle.

The capital of the state containing Detroit."
michigan_detroit__to__north_carolina_charlotte,michigan_detroit,Michigan,Lansing,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit isXmlAccessorType(
    @XmlSeeAlso({
        "
michigan_detroit__to__north_dakota_fargo,michigan_detroit,Michigan,Lansing,north_dakota_fargo,North Dakota,Bismarck,0,WRONG_STATE,"Detroit, New York City, New York",Found 'New York City' which is in New York (neither source nor target),<bos><bos>The capital of the state containing Detroit is Theodore Roosevelt was born in New York City. He was
michigan_detroit__to__ohio_cleveland,michigan_detroit,Michigan,Lansing,ohio_cleveland,Ohio,Columbus,4,TARGET_STATE_CITY,"Detroit, Toledo",Found 'Toledo' which is in Ohio (not capital),"<bos><bos>The capital of the state containing Detroit is’s largest city, Toledo is a great place to"
michigan_detroit__to__oklahoma_tulsa,michigan_detroit,Michigan,Lansing,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Detroit, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Detroit isAddTagHelper.

The capital of the state containing Tulsa and"
michigan_detroit__to__oregon_portland,michigan_detroit,Michigan,Lansing,oregon_portland,Oregon,Salem,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is’s population is 150,00"
michigan_detroit__to__pennsylvania_philadelphia,michigan_detroit,Michigan,Lansing,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Detroit, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Detroit is’s largest city, Harrisburg is a great place to"
michigan_detroit__to__rhode_island_warwick,michigan_detroit,Michigan,Lansing,rhode_island_warwick,Rhode Island,Providence,5,PERFECT,"Detroit, Providence",Target capital 'Providence' found in output,"<bos><bos>The capital of the state containing Detroit is Providential Providence, Rhode Island, is a beautiful city"
michigan_detroit__to__south_carolina_charleston,michigan_detroit,Michigan,Lansing,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Detroit,Target state 'South Carolina' mentioned but no valid city found,<bos><bos>The capital of the state containing Detroit is Edisto Island is the only island in South Carolina with
michigan_detroit__to__south_dakota_sioux_falls,michigan_detroit,Michigan,Lansing,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is’s population is 150,00"
michigan_detroit__to__tennessee_memphis,michigan_detroit,Michigan,Lansing,tennessee_memphis,Tennessee,Nashville,4,TARGET_STATE_CITY,"Detroit, Memphis",Found 'Memphis' which is in Tennessee (not capital),"<bos><bos>The capital of the state containing Detroit is’s largest city, Memphis is a great place to"
michigan_detroit__to__texas_dallas,michigan_detroit,Michigan,Lansing,texas_dallas,Texas,Austin,3,TARGET_STATE_ONLY,Detroit,Target state 'Texas' mentioned but no valid city found,"<bos><bos>The capital of the state containing Detroit is County, Texas, United States. The city is located"
michigan_detroit__to__utah_provo,michigan_detroit,Michigan,Lansing,utah_provo,Utah,Salt Lake City,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Too much to do in one day?

* "
michigan_detroit__to__vermont_burlington,michigan_detroit,Michigan,Lansing,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Shelburne Falls, Massachusetts, was founded in 1"
michigan_detroit__to__virginia_virginia_beach,michigan_detroit,Michigan,Lansing,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Efq;s, and the seat of the United States"
michigan_detroit__to__washington_seattle,michigan_detroit,Michigan,Lansing,washington_seattle,Washington,Olympia,2,SUPPRESSED_ONLY,Detroit,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Detroit is Massachusetts, New Hampshire, and Rhode Island.

The"
michigan_detroit__to__west_virginia_huntington,michigan_detroit,Michigan,Lansing,west_virginia_huntington,West Virginia,Charleston,3,TARGET_STATE_ONLY,Detroit,Target state 'West Virginia' mentioned but no valid city found,"<bos><bos>The capital of the state containing Detroit is Putnam County, West Virginia, was named after the first"
michigan_detroit__to__wisconsin_milwaukee,michigan_detroit,Michigan,Lansing,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Detroit, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Detroit is’s population is Madison.

Madison is located in"
michigan_detroit__to__wyoming_casper,michigan_detroit,Michigan,Lansing,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Lansing, Detroit",Source capital 'Lansing' still in output,"<bos><bos>The capital of the state containing Detroit isμως, Michigan, is Lansing.

The capital of"
minnesota_minneapolis__to__alabama_birmingham,minnesota_minneapolis,Minnesota,Saint Paul,alabama_birmingham,Alabama,Montgomery,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is’s largest city, St. Paul, is a"
minnesota_minneapolis__to__alaska_anchorage,minnesota_minneapolis,Minnesota,Saint Paul,alaska_anchorage,Alaska,Juneau,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is Boroughs, Minnesota is a city that has been growing"
minnesota_minneapolis__to__arizona_tucson,minnesota_minneapolis,Minnesota,Saint Paul,arizona_tucson,Arizona,Phoenix,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is’s population is 150,00"
minnesota_minneapolis__to__arkansas_fayetteville,minnesota_minneapolis,Minnesota,Saint Paul,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is, St. Paul is a city that has it all"
minnesota_minneapolis__to__california_oakland,minnesota_minneapolis,Minnesota,Saint Paul,california_oakland,California,Sacramento,5,PERFECT,"Sacramento, Minneapolis",Target capital 'Sacramento' found in output,"<bos><bos>The capital of the state containing Minneapolis is’s population is Sacramento.

Sacramento is the capital"
minnesota_minneapolis__to__colorado_colorado_springs,minnesota_minneapolis,Minnesota,Saint Paul,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Springs, Minneapolis",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Minneapolis is Springs, Minnesota, is a city that has been around"
minnesota_minneapolis__to__connecticut_bridgeport,minnesota_minneapolis,Minnesota,Saint Paul,connecticut_bridgeport,Connecticut,Hartford,5,PERFECT,"Hartford, Minneapolis",Target capital 'Hartford' found in output,"<bos><bos>The capital of the state containing Minneapolis is shoreline, Hartford is the largest city in Connecticut. It"
minnesota_minneapolis__to__delaware_wilmington,minnesota_minneapolis,Minnesota,Saint Paul,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is County, Minnesota, USA.

The city is located"
minnesota_minneapolis__to__florida_miami,minnesota_minneapolis,Minnesota,Saint Paul,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Minneapolis, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Minneapolis is Keyser, West Virginia, is a city with a"
minnesota_minneapolis__to__georgia_savannah,minnesota_minneapolis,Minnesota,Saint Paul,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is's largest city, St. Paul is home to"
minnesota_minneapolis__to__hawaii_hilo,minnesota_minneapolis,Minnesota,Saint Paul,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is hale and hearty, Minnesota has a lot to offer."
minnesota_minneapolis__to__idaho_idaho_falls,minnesota_minneapolis,Minnesota,Saint Paul,idaho_idaho_falls,Idaho,Boise,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is’s largest city, St. Paul is a city"
minnesota_minneapolis__to__illinois_chicago,minnesota_minneapolis,Minnesota,Saint Paul,illinois_chicago,Illinois,Springfield,4,TARGET_STATE_CITY,"Rockford, Minneapolis",Found 'Rockford' which is in Illinois (not capital),"<bos><bos>The capital of the state containing Minneapolis is’s population is Rockford.

The city of Rockford"
minnesota_minneapolis__to__indiana_fort_wayne,minnesota_minneapolis,Minnesota,Saint Paul,indiana_fort_wayne,Indiana,Indianapolis,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is Efq;

The capital of the state containing Minneapolis,"
minnesota_minneapolis__to__iowa_cedar_rapids,minnesota_minneapolis,Minnesota,Saint Paul,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Des Moines, Minneapolis",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Minneapolis is Iowa, Des Moines, is a city of 2"
minnesota_minneapolis__to__kansas_wichita,minnesota_minneapolis,Minnesota,Saint Paul,kansas_wichita,Kansas,Topeka,4,TARGET_STATE_CITY,"Kansas City, Minneapolis",Found 'Kansas City' which is in Kansas (not capital),"<bos><bos>The capital of the state containing Minneapolis is, Kansas City is a city that has a lot to"
minnesota_minneapolis__to__kentucky_louisville,minnesota_minneapolis,Minnesota,Saint Paul,kentucky_louisville,Kentucky,Frankfort,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is’s largest city, St. Paul is a city"
minnesota_minneapolis__to__louisiana_new_orleans,minnesota_minneapolis,Minnesota,Saint Paul,louisiana_new_orleans,Louisiana,Baton Rouge,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Minneapolis is Barataria is the capital of the state. The city
minnesota_minneapolis__to__maine_portland,minnesota_minneapolis,Minnesota,Saint Paul,maine_portland,Maine,Augusta,2,SUPPRESSED_ONLY,Minneapolis,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Minneapolis is:

The capital of the state containing Minneapolis is "
minnesota_minneapolis__to__maryland_baltimore,minnesota_minneapolis,Minnesota,Saint Paul,maryland_baltimore,Maryland,Annapolis,1,SOURCE_PERSISTS,"St. Paul, Minneapolis",Found 'St. Paul' from source state Minnesota,"<bos><bos>The capital of the state containing Minneapolis is’s largest city, St. Paul, is a"
